indexer,wall_time
BVH_SAH,8.748815059661865
BVH_SAH,8.949103116989136
BVH_SAH,8.702569007873535
BVH_SAH,12.45169186592102
BVH_SAH,9.952841997146606
BVH_SAH,8.690884113311768
BVH_SAH,8.57975697517395
BVH_SAH,8.469700813293457
BVH_SAH,8.193748950958252
BVH_SAH,8.919006824493408
BVH_SAH,8.8420729637146
BVH_SAH,8.429033041000366
BVH_SAH,7.66682505607605
BVH_SAH,7.777688980102539
BVH_SAH,7.821103811264038
BVH_SAH,7.544466018676758
BVH_SAH,7.675863027572632
BVH_SAH,8.400779008865356
BVH_SAH,10.148730039596558
BVH_SAH,9.743710994720459
BVH_SAH,8.405290126800537
BVH_SAH,8.459516048431396
BVH_SAH,8.117600917816162
BVH_SAH,8.151353120803833
BVH_SAH,8.246891021728516
BVH_SAH,8.260360956192017
BVH_SAH,8.253885984420776
BVH_SAH,8.648800134658813
BVH_SAH,8.17883586883545
BVH_SAH,8.229229927062988
BVH_SAH,8.180096864700317
BVH_SAH,8.164156198501587
BVH_SAH,8.223551034927368
BVH_SAH,8.348000049591064
BVH_SAH,8.223374843597412
BVH_SAH,7.823773145675659
BVH_SAH,7.832122802734375
BVH_SAH,7.973875999450684
BVH_SAH,8.019503116607666
BVH_SAH,8.09258508682251
BVH_SAH,7.979275941848755
BVH_SAH,8.062233924865723
BVH_SAH,8.03712797164917
BVH_SAH,8.248777866363525
BVH_SAH,8.140009880065918
BVH_SAH,8.113242864608765
BVH_SAH,8.149319887161255
BVH_SAH,8.15299391746521
BVH_SAH,8.120853185653687
BVH_SAH,8.071797132492065
BVH_SAH,8.062901973724365
BVH_SAH,8.01618504524231
BVH_SAH,8.103908061981201
BVH_SAH,8.125221967697144
BVH_SAH,8.168712139129639
BVH_SAH,8.14339804649353
BVH_SAH,8.10708999633789
BVH_SAH,8.20036792755127
BVH_SAH,7.7171831130981445
BVH_SAH,7.376671075820923
BVH_SAH,7.398504018783569
BVH_SAH,7.525867938995361
BVH_SAH,7.449769973754883
BVH_SAH,8.01651120185852
BVH_SAH,7.5357911586761475
BVH_SAH,7.466247797012329
BVH_SAH,7.585211992263794
BVH_SAH,8.318612813949585
BVH_SAH,7.661028146743774
BVH_SAH,7.597825050354004
BVH_SAH,7.543799877166748
BVH_SAH,7.474433898925781
BVH_SAH,7.368246078491211
BVH_SAH,7.512310981750488
BVH_SAH,7.468458890914917
BVH_SAH,7.5643579959869385
BVH_SAH,7.470998048782349
BVH_SAH,7.522783041000366
BVH_SAH,7.558602809906006
BVH_SAH,7.531322956085205
BVH_SAH,8.287654876708984
BVH_SAH,7.286581039428711
BVH_SAH,7.437107086181641
BVH_SAH,7.532315015792847
BVH_SAH,7.480363845825195
BVH_SAH,7.41798996925354
BVH_SAH,7.533360004425049
BVH_SAH,7.349478006362915
BVH_SAH,7.600080966949463
BVH_SAH,7.553584098815918
BVH_SAH,7.486660957336426
BVH_SAH,7.781944036483765
BVH_SAH,7.608175992965698
BVH_SAH,8.227170944213867
BVH_SAH,7.584847927093506
BVH_SAH,7.529762029647827
BVH_SAH,7.564996004104614
BVH_SAH,8.301619052886963
